日期,分类名称,销售单价,销售总量,ln4单价,ln4总量
2023-1-30,水生根茎类,7.314285714,52.383,1.989829383,3.958582111
2023-1-31,水生根茎类,6.652631579,40.683,1.895012503,3.705810315
2023-2-1,水生根茎类,6.609302326,32.281,1.8884781,3.474478822
2023-2-2,水生根茎类,7.14,32.252,1.965712776,3.473580057
2023-2-3,水生根茎类,6.150746269,54.97,1.816573419,4.006787582
2023-2-4,水生根茎类,6.312037037,85.605,1.842458451,4.449743693
2023-2-5,水生根茎类,5.983505155,83.513,1.789006543,4.425002308
2023-2-6,水生根茎类,5.969565217,11.684,1.786674097,2.458220385
2023-2-7,水生根茎类,5.931914894,25.653,1.780347077,3.244660524
2023-2-8,水生根茎类,6.203389831,39.347,1.82509589,3.672419733
2023-2-9,水生根茎类,6.425806452,42.757,1.860322141,3.755532925
2023-2-10,水生根茎类,6.416666667,49.257,1.858898772,3.897051489
2023-2-11,水生根茎类,6.174257426,77.149,1.82038862,4.345738617
2023-2-12,水生根茎类,5.656521739,74.087,1.73280917,4.305240078
2023-2-13,水生根茎类,8.221212121,30.456,2.106717658,3.416283019
2023-2-14,水生根茎类,5.723333333,39.561,1.744551386,3.677843784
2023-2-15,水生根茎类,5.129090909,41.209,1.634928433,3.718656679
2023-2-16,水生根茎类,6.455813953,32.783,1.864981113,3.489910088
2023-2-17,水生根茎类,6.633333333,28.471,1.892107443,3.348886025
2023-2-18,水生根茎类,6.440909091,65.745,1.862669693,4.185783623
2023-2-19,水生根茎类,6.76,48.268,1.91102289,3.876768815
2023-2-20,水生根茎类,6.303225806,24.15,1.841061535,3.18428438
2023-2-21,水生根茎类,6.331578947,24.144,1.845549644,3.184035902
2023-2-22,水生根茎类,6.383783784,31.124,1.853760991,3.437979226
2023-2-23,水生根茎类,5.627586207,22.517,1.727680613,3.114270579
2023-2-24,水生根茎类,5.94893617,35.391,1.783212409,3.566457551
2023-2-25,水生根茎类,6.177358491,41.824,1.820890751,3.733470337
2023-2-26,水生根茎类,5.675,34.64,1.736070563,3.545009084
2023-2-27,水生根茎类,7.40625,13.331,2.002324238,2.59009215
2023-2-28,水生根茎类,6.493333333,21.011,1.870776009,3.04504611
2023-3-1,水生根茎类,6.252173913,15.748,1.832929229,2.756713373
2023-3-2,水生根茎类,5.586666667,21.735,1.720382806,3.078923864
2023-3-3,水生根茎类,6.7,29.054,1.902107526,3.369156167
2023-3-4,水生根茎类,6.225,34.038,1.828573442,3.527477548
2023-3-5,水生根茎类,7.135135135,31.386,1.96503119,3.446361934
2023-3-6,水生根茎类,12.92068966,18.411,2.558829876,2.912948312
2023-3-7,水生根茎类,6.171428571,19.542,1.819930346,2.972565996
2023-3-8,水生根茎类,11.88571429,17.906,2.475337199,2.885135852
2023-3-9,水生根茎类,7.965217391,22.284,2.075084236,3.103868932
2023-3-10,水生根茎类,11.60857143,21.612,2.451743742,3.073248716
2023-3-11,水生根茎类,8.9,38.49,2.186051277,3.650398467
2023-3-12,水生根茎类,9.537254902,33.314,2.255205698,3.505977729
2023-3-13,水生根茎类,11.40333333,18.418,2.43390571,2.913328447
2023-3-14,水生根茎类,7.446153846,9.612,2.007697637,2.263012318
2023-3-15,水生根茎类,12.10689655,17.683,2.493775253,2.872603726
2023-3-16,水生根茎类,9.855263158,25.921,2.288005643,3.255053451
2023-3-17,水生根茎类,9.321875,46.065,2.232363789,3.830053443
2023-3-18,水生根茎类,8.817777778,52.936,2.176769886,3.969083637
2023-3-19,水生根茎类,9.2875,41.768,2.22866941,3.732130496
2023-3-20,水生根茎类,12.64375,22.99,2.537163022,3.135059339
2023-3-21,水生根茎类,16.23076923,12.098,2.786908776,2.49304015
2023-3-22,水生根茎类,11.51111111,17.709,2.443312752,2.874072985
2023-3-23,水生根茎类,9.971052632,25.455,2.299686158,3.236912187
2023-3-24,水生根茎类,12.67045455,22.479,2.53927287,3.11258154
2023-3-25,水生根茎类,12.05538462,40.776,2.489511417,3.708093673
2023-3-26,水生根茎类,10.22727273,30.047,2.325057949,3.402762822
2023-3-27,水生根茎类,14.06551724,15.436,2.643726216,2.736702444
2023-3-28,水生根茎类,12.90606061,14.816,2.557697016,2.695707678
2023-3-29,水生根茎类,10.8516129,23.049,2.384313723,3.137622385
2023-3-30,水生根茎类,11.37857143,13.154,2.431731887,2.576725895
2023-3-31,水生根茎类,14.71304348,22.161,2.688734412,3.098333987
2023-4-1,水生根茎类,10.1902439,26.836,2.321430782,3.28974427
2023-4-2,水生根茎类,9.557142857,27.876,2.257288818,3.327766104
2023-4-3,水生根茎类,13.37818182,29.721,2.593625158,3.391853867
2023-4-4,水生根茎类,9.696551724,14.977,2.27177033,2.706515691
2023-4-5,水生根茎类,9,24.199,2.197224577,3.18631131
2023-4-6,水生根茎类,15.51304348,9.889,2.741681185,2.291423028
2023-4-7,水生根茎类,13.20645161,16.629,2.580705469,2.811148159
2023-4-8,水生根茎类,11.52941176,20.73,2.444901315,3.031581926
2023-4-9,水生根茎类,13.76363636,30.084,2.622030068,3.403993469
2023-4-10,水生根茎类,14.82758621,17.868,2.696489379,2.883011403
2023-4-11,水生根茎类,10.65,7.577,2.365559892,2.025117343
2023-4-12,水生根茎类,11.64571429,19.088,2.45493824,2.949059865
2023-4-13,水生根茎类,12.84347826,15.052,2.552836154,2.711510873
2023-4-14,水生根茎类,12.87428571,26.338,2.555231966,3.271012763
2023-4-15,水生根茎类,12.64782609,28.049,2.53748535,3.333952981
2023-4-16,水生根茎类,12.90285714,16.458,2.557448771,2.800811681
2023-4-17,水生根茎类,12.77333333,7.066,2.547359664,1.955294549
2023-4-18,水生根茎类,9.72,15.097,2.274185618,2.714496049
2023-4-19,水生根茎类,10.50666667,12.216,2.352009977,2.502746568
2023-4-20,水生根茎类,11.6952381,12.171,2.459181759,2.499056073
2023-4-21,水生根茎类,9.306666667,28.934,2.230730989,3.365017374
2023-4-22,水生根茎类,9.119148936,27.103,2.210376481,3.299644423
2023-4-23,水生根茎类,12.59130435,10.291,2.533006445,2.331269727
2023-4-24,水生根茎类,9.634782609,13.28,2.265379739,2.586259144
2023-4-25,水生根茎类,7.529411765,9.993,2.01881692,2.301884848
2023-4-26,水生根茎类,18.97142857,4.702,2.942934088,1.54798795
2023-4-27,水生根茎类,19.00869565,11.675,2.94489654,2.457449804
2023-4-28,水生根茎类,13.02727273,14.078,2.567045062,2.644613295
2023-4-29,水生根茎类,9.963636364,24.693,2.298942102,3.206519803
2023-4-30,水生根茎类,18.41081081,16.983,2.912938036,2.832212844
2023-5-1,水生根茎类,14.23181818,22.754,2.655480175,3.124740954
2023-5-2,水生根茎类,11.35111111,20.191,2.429315634,3.005236961
2023-5-3,水生根茎类,11.38947368,11.586,2.432689567,2.449797473
2023-5-4,水生根茎类,12.25,9.037,2.505525937,2.201327261
2023-5-5,水生根茎类,9.157142857,13.454,2.214534215,2.59927646
2023-5-6,水生根茎类,8.988888889,17.781,2.195989247,2.878130471
2023-5-7,水生根茎类,10.08571429,18.818,2.311119996,2.934813859
2023-5-8,水生根茎类,17.4,9.628,2.856470206,2.26467552
2023-5-9,水生根茎类,15.9,7.406,2.766319109,2.002290482
2023-5-10,水生根茎类,10,10.336,2.302585093,2.335632947
2023-5-11,水生根茎类,18.75,9.518,2.931193752,2.253184743
2023-5-12,水生根茎类,18.14358974,16.347,2.898317316,2.794044394
2023-5-13,水生根茎类,18.26666667,20.655,2.905077905,3.027957421
2023-5-14,水生根茎类,15.40689655,15.86,2.734815237,2.763800216
2023-5-15,水生根茎类,11.325,7.475,2.427012671,2.011564119
2023-5-16,水生根茎类,13.02,9.603,2.566486637,2.26207555
2023-5-17,水生根茎类,15.08965517,12.893,2.714009421,2.556684528
2023-5-18,水生根茎类,14.35555556,8.812,2.664137014,2.176114429
2023-5-19,水生根茎类,11.75,9.66,2.463853241,2.267993648
2023-5-20,水生根茎类,17.664,11.094,2.87152867,2.406404422
2023-5-21,水生根茎类,18.22068966,13.615,2.902557743,2.611172126
2023-5-22,水生根茎类,10.22857143,8.411,2.325184925,2.129540373
2023-5-23,水生根茎类,11.61481481,14.637,2.452281422,2.68355257
2023-5-24,水生根茎类,16.83478261,9.414,2.82344714,2.242197943
2023-5-25,水生根茎类,16.55172414,13.962,2.806490274,2.636339354
2023-5-26,水生根茎类,16.97297297,20.081,2.831622254,2.999774094
2023-5-27,水生根茎类,14.76153846,24.97,2.692025045,3.217675104
2023-5-28,水生根茎类,14.27169811,22.807,2.658278423,3.127067506
2023-5-29,水生根茎类,13.75,12.75,2.621038824,2.545531272
2023-5-30,水生根茎类,14.29565217,8.852,2.659955447,2.180643422
2023-5-31,水生根茎类,15.91111111,7.86,2.767017677,2.061786606
2023-6-1,水生根茎类,16.26086957,9.741,2.788761582,2.276343782
2023-6-2,水生根茎类,16.24,11.988,2.787477335,2.483906149
2023-6-3,水生根茎类,15.44193548,29.041,2.737086892,3.368708625
2023-6-4,水生根茎类,13.56595745,21.047,2.607563526,3.046758032
2023-6-5,水生根茎类,14.01666667,12.58,2.640247098,2.532108251
2023-6-6,水生根茎类,14.86666667,14.408,2.699121571,2.667783608
2023-6-7,水生根茎类,16.6,14.142,2.809402695,2.649149093
2023-6-8,水生根茎类,15.36666667,9.254,2.732200662,2.22505589
2023-6-9,水生根茎类,11.85365854,15.816,2.472636557,2.761022086
2023-6-10,水生根茎类,12.95555556,19.118,2.561524697,2.9506303
2023-6-11,水生根茎类,14.72941176,21.247,2.689846295,3.056215709
2023-6-12,水生根茎类,16.66666667,10.351,2.813410717,2.337083133
2023-6-13,水生根茎类,14.77419355,12.054,2.69288198,2.489396555
2023-6-14,水生根茎类,15.84,7.284,2.762538386,1.985680162
2023-6-15,水生根茎类,13.49714286,16.733,2.602478023,2.817382818
2023-6-16,水生根茎类,16.60512821,15.49,2.809711576,2.740194654
2023-6-17,水生根茎类,13.09655172,22.626,2.572348968,3.119099688
2023-6-18,水生根茎类,14.57321429,23.373,2.679185206,3.15158151
2023-6-19,水生根茎类,15.4,11.51,2.734367509,2.443216223
2023-6-20,水生根茎类,18.16551724,11.657,2.89952514,2.455906858
2023-6-21,水生根茎类,16.5028169,27.178,2.803531088,3.302407822
2023-6-22,水生根茎类,16.41590909,38.77,2.798250931,3.657646752
2023-6-23,水生根茎类,15.72,18.677,2.754933787,2.92729282
2023-6-24,水生根茎类,15.99487179,16.054,2.772268158,2.77595804
2023-6-25,水生根茎类,15.64651163,16.5,2.750247993,2.803360381
2023-6-26,水生根茎类,17.75652174,10.384,2.87675287,2.34026616
2023-6-27,水生根茎类,15.30638298,16.454,2.72826993,2.800568609
2023-6-28,水生根茎类,14.02162162,14.946,2.64060054,2.704443706
2023-6-29,水生根茎类,16.65555556,22.945,2.812743828,3.133100048
2023-6-30,水生根茎类,14.75294118,19.419,2.691442465,2.966251968
2020-7-1,食用菌,11.86666667,35.365,2.473733349,3.56572263
2020-7-2,食用菌,13.63875,48.51,2.612915006,3.881769962
2020-7-3,食用菌,14.32348993,42.442,2.661900842,3.748138438
2020-7-4,食用菌,14.09122807,47.262,2.645552481,3.85570659
2020-7-5,食用菌,12.8763285,73.213,2.555390626,4.293373001
2020-7-6,食用菌,14.2270073,40.578,2.655142081,3.703226048
2020-7-7,食用菌,14.03028571,52.56,2.641218258,3.961955374
2020-7-8,食用菌,14.36993464,43.968,2.665138152,3.783462097
2020-7-9,食用菌,13.66917293,37.837,2.615143146,3.63328746
2020-7-10,食用菌,13.23777778,41.429,2.583074695,3.723981119
2020-7-11,食用菌,14.37228261,52.238,2.665301533,3.955810199
2020-7-12,食用菌,13.9572973,55.96,2.636002475,4.02463715
2020-7-13,食用菌,13.98206897,42.113,2.637775721,3.740356482
2020-7-14,食用菌,14.23581081,44.836,2.655760678,3.803011388
2020-7-15,食用菌,13.44604317,42.196,2.598684875,3.74232543
2020-7-16,食用菌,14.36411765,53.259,2.664733267,3.975166804
2020-7-17,食用菌,14.61005917,51.908,2.681710276,3.949472921
2020-7-18,食用菌,14.62236842,71.692,2.68255244,4.272379165
2020-7-19,食用菌,15.8815331,79.821,2.765156994,4.379786628
2020-7-20,食用菌,14.38453039,52.617,2.666153351,3.963039261
2020-7-21,食用菌,14.52341772,45.905,2.675762362,3.826574044
2020-7-22,食用菌,13.27135922,66.678,2.585608271,4.199875063
2020-7-23,食用菌,12.94556213,56.759,2.560753037,4.038814234
2020-7-24,食用菌,13.69863946,49.201,2.617296518,3.895913948
2020-7-25,食用菌,13.98173077,67.013,2.637751532,4.20488663
2020-7-26,食用菌,14.42344498,71.295,2.668855006,4.266826199
2020-7-27,食用菌,14.22674419,52.777,2.655123587,3.96607549
2020-7-28,食用菌,14.07681159,47.728,2.644528876,3.865518228
2020-7-29,食用菌,13.94770115,54.315,2.635314703,3.994800432
2020-7-30,食用菌,13.97290323,50.774,2.637119971,3.927384413
2020-7-31,食用菌,13.93149606,45.587,2.63415218,3.819622588
2020-8-1,食用菌,14.36742857,53.797,2.66496374,3.985217704
2020-8-2,食用菌,13.33865031,54.961,2.590665859,4.006623843
2020-8-3,食用菌,14.45430464,48.575,2.670992269,3.883108995
2020-8-4,食用菌,14.11928571,45.301,2.647541644,3.813329107
2020-8-5,食用菌,14.08659218,62.84,2.645223436,4.140591813
2020-8-6,食用菌,14.07419355,48.611,2.644342876,3.883849843
2020-8-7,食用菌,14.11396648,68.177,2.647164838,4.222107265
2020-8-8,食用菌,12.2463964,92.144,2.505231722,4.523352571
2020-8-9,食用菌,15.01767241,73.073,2.709227668,4.291458941
2020-8-10,食用菌,14.92682927,36.094,2.703160216,3.586126647
2020-8-11,食用菌,14.12671756,40.017,2.648067867,3.689304364
2020-8-12,食用菌,14.84065041,34.195,2.697370065,3.532079435
2020-8-13,食用菌,14.84728682,35.65,2.697817143,3.573749147
2020-8-14,食用菌,13.64303797,53.795,2.613229353,3.985180526
2020-8-15,食用菌,14.26084337,58.015,2.657517556,4.060701598
2020-8-16,食用菌,14.71079545,55.093,2.688581609,4.009022666
2020-8-17,食用菌,13.68571429,47.418,2.616352536,3.859001903
2020-8-18,食用菌,13.60962963,45.716,2.610777603,3.822448346
2020-8-19,食用菌,14.05714286,50.126,2.643130655,3.914539836
2020-8-20,食用菌,13.80666667,54.411,2.625151568,3.996566339
2020-8-21,食用菌,14.08089172,50,2.644818681,3.912023005
2020-8-22,食用菌,14.22121212,49.895,2.654734661,3.909920797
2020-8-23,食用菌,14.80726257,55.226,2.695117775,4.011433857
2020-8-24,食用菌,14.33243243,39.576,2.662524971,3.678222874
2020-8-25,食用菌,14.1,54.488,2.646174797,3.997980494
2020-8-26,食用菌,16.45594406,42.811,2.800686753,3.756795079
2020-8-27,食用菌,15.21942446,50.458,2.722572537,3.921141307
2020-8-28,食用菌,15.73,55.659,2.755569717,4.01924379
2020-8-29,食用菌,15.34418605,62.431,2.730736643,4.134061947
2020-8-30,食用菌,14.32903226,73.195,2.662287707,4.293127113
2020-8-31,食用菌,15.65135135,44.776,2.750557262,3.801672282
2020-9-1,食用菌,15.01954887,47.282,2.709352611,3.856129673
2020-9-2,食用菌,14.13111111,51.011,2.648378828,3.932041296
2020-9-3,食用菌,14.06821705,48.163,2.643918143,3.874591091
2020-9-4,食用菌,14.26923077,54.43,2.658105525,3.996915472
2020-9-5,食用菌,14.94204545,62.594,2.704179081,4.136669427
2020-9-6,食用菌,14.026,78.472,2.64091275,4.362741873
2020-9-7,食用菌,14.3192,41.804,2.661601294,3.732992029
2020-9-8,食用菌,16.18070175,32.389,2.783819282,3.477818859
2020-9-9,食用菌,15.17346939,33.45,2.719548468,3.510051787
2020-9-10,食用菌,14.4588785,35.789,2.671308655,3.577640584
2020-9-11,食用菌,14.62993197,48.467,2.683069565,3.880883154
2020-9-12,食用菌,14.32341463,73.173,2.661895585,4.2928265
2020-9-13,食用菌,15.61885965,74.834,2.748479136,4.315272327
2020-9-14,食用菌,15.73504274,31.147,2.755890247,3.438717932
2020-9-15,食用菌,14.86740741,41.578,2.699171395,3.727571181
2020-9-16,食用菌,14.68135593,35.413,2.686578385,3.567078984
2020-9-17,食用菌,13.66018519,39.259,2.614485411,3.670180717
2020-9-18,食用菌,16.02083333,38.541,2.773889958,3.65172261
2020-9-19,食用菌,12.7672956,60.52,2.54688687,4.102973889
2020-9-20,食用菌,15.17764706,50.42,2.719823757,3.920387922
2020-9-21,食用菌,13.94191617,63.529,2.634899854,4.151496495
2020-9-22,食用菌,18.35796178,49.058,2.910063365,3.893003272
2020-9-23,食用菌,14.88373494,56.265,2.700269002,4.030072672
2020-9-24,食用菌,16.25966851,61.011,2.788687717,4.111054176
2020-9-25,食用菌,16.06802326,64.509,2.776831164,4.166804749
2020-9-26,食用菌,15.66275304,94.495,2.751285476,4.548546923
2020-9-27,食用菌,14.88510638,72.522,2.700361141,4.283889964
2020-9-28,食用菌,14.60724638,46.913,2.681517733,3.848294823
2020-9-29,食用菌,15.83851852,45.485,2.762444854,3.817382601
2020-9-30,食用菌,15.75393701,110.358,2.757090303,4.703729627
2020-10-1,食用菌,15.43802817,103.929,2.736833827,4.643707974
2020-10-2,食用菌,14.37912621,89.316,2.665777586,4.492180643
2020-10-3,食用菌,15.64795322,60.052,2.750340124,4.095210854
2020-10-4,食用菌,10.50067797,122.501,2.351439824,4.808119193
2020-10-5,食用菌,13.27554859,126.518,2.585923891,4.840384591
2020-10-6,食用菌,12.403125,124.059,2.517948457,4.820757259
2020-10-7,食用菌,15.895671,80.421,2.766046808,4.387275336
2020-10-8,食用菌,9.292905405,328.488,2.229251249,5.794500308
2020-10-9,食用菌,13.95985915,57.258,2.636186008,4.047567371
2020-10-10,食用菌,14.85189189,75.63,2.698127257,4.32585303
2020-10-11,食用菌,9.80651341,163.664,2.283046799,5.097815546
2020-10-12,食用菌,10.47218935,102.385,2.34872311,4.628740218
2020-10-13,食用菌,13.54637681,48.021,2.606119117,3.871638415
2020-10-14,食用菌,12.76153846,73.831,2.54643584,4.301778698
2020-10-15,食用菌,12.6748503,72.91,2.539619739,4.289225804
2020-10-16,食用菌,13.75882353,69.805,2.62168033,4.24570564
2020-10-17,食用菌,13.33677419,115.557,2.590525196,4.749763915
2020-10-18,食用菌,14.03422819,113.125,2.641499216,4.728493402
2020-10-19,食用菌,12.62857143,58.338,2.535961821,4.066253682
2020-10-20,食用菌,14.41858407,45.419,2.668517935,3.81593052
2020-10-21,食用菌,12.46062992,56.114,2.522574067,4.027385336
2020-10-22,食用菌,11.74864865,94.688,2.463738225,4.550587276
2020-10-23,食用菌,11.6509434,114.306,2.455387155,4.738879063
2020-10-24,食用菌,10.97489879,115.39,2.395610737,4.748317695
2020-10-25,食用菌,11.23744493,104.16,2.419251499,4.645928178
2020-10-26,食用菌,11.5887218,62.363,2.450032367,4.132972151
2020-10-27,食用菌,11.6,56.508,2.451005098,4.034382221
2020-10-28,食用菌,9.946451613,75.211,2.297215866,4.320297497
2020-10-29,食用菌,10.3925,81.051,2.341084392,4.395078586
2020-10-30,食用菌,13.05209581,74.23,2.568948719,4.307168381
2020-10-31,食用菌,13.56739812,135.284,2.607669718,4.907376272
2020-11-1,食用菌,11.85969582,127.967,2.473145746,4.851772418
2020-11-2,食用菌,11.35629139,78.321,2.429771898,4.360815766
2020-11-3,食用菌,10.8,64.341,2.379546134,4.164197064
2020-11-4,食用菌,6.244357977,195.34,1.831678332,5.27474163
2020-11-5,食用菌,8.228640777,129.089,2.107620846,4.860502089
2020-11-6,食用菌,9.600628931,80.153,2.26182861,4.383937308
2020-11-7,食用菌,12.17915058,122.896,2.499725521,4.811338469
2020-11-8,食用菌,11.22348754,124.492,2.418008684,4.824241457
2020-11-9,食用菌,9.639416058,63.22,2.265860532,4.146620707
2020-11-10,食用菌,8.597580645,64.18,2.151480843,4.161691636
2020-11-11,食用菌,7.715,64.522,2.043166486,4.167006251
2020-11-12,食用菌,8.549557522,68.656,2.14587953,4.229108528
2020-11-13,食用菌,7.603361345,67.676,2.028590432,4.214731612
2020-11-14,食用菌,9.063589744,92.793,2.204265261,4.530371206
2020-11-15,食用菌,7.378195489,73.108,1.998529095,4.2919378
2020-11-16,食用菌,7.707070707,54.363,2.042138181,3.995683775
2020-11-17,食用菌,5.160927152,131.979,1.641116244,4.882642819
2020-11-18,食用菌,6.764238411,99.089,1.911649677,4.596018436
2020-11-19,食用菌,6.890225564,90.297,1.930103822,4.503104237
2020-11-20,食用菌,6.176785714,70.888,1.820798025,4.261101167
2020-11-21,食用菌,6.467625899,169.382,1.866809101,5.132156519
2020-11-22,食用菌,12.65090361,160.154,2.537728644,5.076135852
2020-11-23,食用菌,9.210971787,195.788,2.220395359,5.277032441
2020-11-24,食用菌,10.32188841,117.661,2.334266729,4.767807608
2020-11-25,食用菌,11.4454955,95.581,2.437596246,4.559974056
2020-11-26,食用菌,9.9525,110.276,2.297823776,4.702986314
2020-11-27,食用菌,11.40550459,112.979,2.434096098,4.727201961
2020-11-28,食用菌,10.14041298,187.133,2.316528725,5.231819594
2020-11-29,食用菌,11.29012346,168.218,2.423928313,5.125260757
2020-11-30,食用菌,7.781578947,100.486,2.051759267,4.610018414
2020-12-1,食用菌,8.874594595,99.477,2.183192655,4.599926462
2020-12-2,食用菌,8.458422939,185.141,2.135162742,5.221117697
2020-12-3,食用菌,11.0241206,97.395,2.400085654,4.578774875
2020-12-4,食用菌,11.85882353,110.875,2.473072192,4.708403441
2020-12-5,食用菌,12.72420382,155.115,2.543505992,5.044166777
2020-12-6,食用菌,9.904988124,234.205,2.293038481,5.4561968
2020-12-7,食用菌,10.40860215,91.333,2.342632594,4.514512168
2020-12-8,食用菌,11.77020202,89.028,2.465571085,4.488950927
2020-12-9,食用菌,13.7761658,80.164,2.622939983,4.384074536
2020-12-10,食用菌,11.68439024,89.363,2.458253783,4.492706726
2020-12-11,食用菌,11.17473118,94.153,2.413655085,4.544921119
2020-12-12,食用菌,12.12576177,174.119,2.495332261,5.159738974
2020-12-13,食用菌,11.95233161,197.615,2.480926373,5.286320693
2020-12-14,食用菌,13.09438776,83.089,2.572183723,4.419912322
2020-12-15,食用菌,12.80046083,99.764,2.549481173,4.602807397
2020-12-16,食用菌,12.88493976,74.212,2.556059169,4.306925862
2020-12-17,食用菌,12.03284314,94.652,2.48763984,4.550207008
2020-12-18,食用菌,12.48066038,86.26,2.524180277,4.457365991
2020-12-19,食用菌,11.64471299,154.681,2.454852256,5.041364932
2020-12-20,食用菌,11.98515152,141.972,2.48366851,4.955629855
2020-12-21,食用菌,12.71945946,84.045,2.543133062,4.43135237
2020-12-22,食用菌,11.6625,75.886,2.456378566,4.329232214
2020-12-23,食用菌,12.02573099,67.604,2.487048603,4.213667153
2020-12-24,食用菌,11.29888268,75.626,2.424703843,4.325800139
2020-12-25,食用菌,11.26656151,148.943,2.42183918,5.003563682
2020-12-26,食用菌,10.41678082,135.658,2.343418046,4.910137013
2020-12-27,食用菌,11.50793103,118.129,2.443036452,4.771777248
2020-12-28,食用菌,12.50760234,69.819,2.526336647,4.245906179
2020-12-29,食用菌,12.35738636,79.647,2.51425397,4.377604371
2020-12-30,食用菌,12.19177215,66.631,2.50076131,4.199169935
2020-12-31,食用菌,11.57427386,120.945,2.448784865,4.795335897
2021-1-1,食用菌,12.22178218,136.338,2.503219784,4.915137097
2021-1-2,食用菌,11.61213389,115.296,2.452050576,4.747502735
2021-1-3,食用菌,12.5042735,103.871,2.526070466,4.643149745
2021-1-4,食用菌,12.05320197,95.499,2.489330348,4.559115776
2021-1-5,食用菌,11.97093596,83.705,2.482481709,4.427298713
2021-1-6,食用菌,11.78248848,81.462,2.466614402,4.400136654
2021-1-7,食用菌,11.9673913,96.002,2.482185559,4.564369025
2021-1-8,食用菌,11.83608247,90.415,2.471152702,4.504410183
2021-1-9,食用菌,11.90035336,129.833,2.476568094,4.866249009
2021-1-10,食用菌,12.97391304,137.986,2.562940652,4.927152231
2021-1-11,食用菌,12.26162791,81.67,2.506474704,4.402686737
2021-1-12,食用菌,12.83652695,73.283,2.552294775,4.294328658
2021-1-13,食用菌,13,76.684,2.564949357,4.339693082
2021-1-14,食用菌,13.19520958,75.963,2.579853853,4.33024638
2021-1-15,食用菌,13.06118721,101.383,2.569645024,4.618905424
2021-1-16,食用菌,12.18421053,150.015,2.500140895,5.010735289
2021-1-17,食用菌,12.0379661,141.492,2.488065497,4.952243178
2021-1-18,食用菌,13.01976048,72.532,2.56646824,4.284027844
2021-1-19,食用菌,12.14787879,74.431,2.497154569,4.309872522
2021-1-20,食用菌,12.71944444,90.131,2.543131881,4.501264168
2021-1-21,食用菌,12.07112676,63.013,2.490816383,4.143341054
2021-1-22,食用菌,13.25240642,88.796,2.584179153,4.486341604
2021-1-23,食用菌,13.62828685,117.521,2.612147548,4.766617041
2021-1-24,食用菌,13.76911765,127.934,2.622428233,4.851514506
2021-1-25,食用菌,14.36395939,79.116,2.664722249,4.37091513
2021-1-26,食用菌,11.31805556,101.362,2.426399288,4.618698267
2021-1-27,食用菌,12.30788382,108.756,2.510240018,4.689106841
2021-1-28,食用菌,13.58333333,80.927,2.608843551,4.393547514
2021-1-29,食用菌,15.34181818,69.324,2.730582314,4.238791167
2021-1-30,食用菌,14.61066667,94.904,2.681751856,4.552865854
2021-1-31,食用菌,14.86724138,104.054,2.699160227,4.644909995
2021-2-1,食用菌,14.71411765,69.564,2.688807417,4.242247192
2021-2-2,食用菌,12.81928934,88.048,2.550951016,4.47788212
2021-2-3,食用菌,14.35148515,91.564,2.663853432,4.517038181
2021-2-4,食用菌,14.11724138,111.069,2.647396843,4.71015163
2021-2-5,食用菌,14.89493088,95.222,2.701020946,4.556211008
2021-2-6,食用菌,13.74176707,119.696,2.620439886,4.784955195
2021-2-7,食用菌,13.89264214,147.812,2.631359358,4.995941196
2021-2-8,食用菌,11.92619048,240.205,2.478736862,5.481492725
2021-2-9,食用菌,12.42562814,326.993,2.519761125,5.789938764
2021-2-10,食用菌,13.08608981,511.136,2.571549819,6.2366357
2021-2-13,食用菌,14.33956044,74.519,2.663022182,4.311054126
2021-2-14,食用菌,10.47294521,164.586,2.348795285,5.10343323
2021-2-15,食用菌,12.27937337,210.745,2.507920893,5.350648872
2021-2-16,食用菌,11.88166667,174.61,2.474996596,5.162554916
2021-2-17,食用菌,13.23758865,144.793,2.583060408,4.975305136
2021-2-18,食用菌,12.09420849,130.174,2.492726701,4.868872017
2021-2-19,食用菌,12.23454545,92.327,2.504263545,4.525336623
2021-2-20,食用菌,13.37135135,88.794,2.593114459,4.48631908
2021-2-21,食用菌,12.57124183,79.403,2.531411811,4.374536151
2021-2-22,食用菌,12.43865546,66.554,2.520808999,4.198013648
2021-2-23,食用菌,12.12695035,77.586,2.495430277,4.351386999
2021-2-24,食用菌,12.78470588,88.233,2.548249603,4.479981043
2021-2-25,食用菌,11.24479167,110.557,2.419905059,4.705531225
2021-2-26,食用菌,11.33425197,159.095,2.427829289,5.069501508
2021-2-27,食用菌,10.98705357,116.814,2.396717631,4.760582926
2021-2-28,食用菌,10.5544186,111.764,2.356544597,4.716389505
2021-3-1,食用菌,11.06390533,79.404,2.403688038,4.374548745
2021-3-2,食用菌,11.11319444,62.044,2.408133091,4.127843811
2021-3-3,食用菌,9.95,71.027,2.297572551,4.263060086
2021-3-4,食用菌,9.67739726,72.465,2.269792987,4.283103687
2021-3-5,食用菌,10.57204969,82.585,2.358213697,4.413828066
2021-3-6,食用菌,9.752396166,151.214,2.277513015,5.018696052
2021-3-7,食用菌,9.307723577,125.428,2.230844548,4.831731889
2021-3-8,食用菌,10.10331492,78.721,2.31286358,4.365909956
2021-3-9,食用菌,6.971889401,143.511,1.941886264,4.966411687
2021-3-10,食用菌,8.692546584,91.994,2.162465944,4.521723358
2021-3-11,食用菌,11.60072993,75.477,2.451068021,4.323827974
