日期,蔬菜品类,批发价格
2021-04-02,辣椒类,8.13
2021-04-02,茄类,6.345
2021-04-02,食用菌,5.05
2021-04-02,花菜类,6.4
2021-04-02,水生根茎类,6.705
2021-04-03,花叶类,6.124782609
2021-04-03,辣椒类,8.485
2021-04-03,茄类,6.47
2021-04-03,食用菌,5.460909091
2021-04-03,花菜类,5.94
2021-04-03,水生根茎类,6.8
2021-04-04,花叶类,5.627
2021-04-04,辣椒类,8.998571429
2021-04-04,茄类,5.8925
2021-04-04,食用菌,5.275833333
2021-04-04,花菜类,5.765
2021-04-04,水生根茎类,7.283333333
2021-04-05,花叶类,5.783809524
2021-04-05,辣椒类,9.268571429
2021-04-05,茄类,6.05
2021-04-05,食用菌,4.580909091
2021-04-05,花菜类,5.795
2021-04-05,水生根茎类,7.316666667
2021-04-06,花叶类,5.7925
2021-04-06,辣椒类,9.212857143
2021-04-06,茄类,5.72
2021-04-06,食用菌,5.3625
2021-04-06,花菜类,5.83
2021-04-06,水生根茎类,7.44
2021-04-07,花叶类,6.0275
2021-04-07,辣椒类,8.165
2021-04-07,茄类,5.6925
2021-04-07,食用菌,5.201538462
2021-04-07,花菜类,5.85
2021-04-07,水生根茎类,7.403333333
2021-04-08,花叶类,5.819166667
2021-04-08,辣椒类,8.22125
2021-04-08,茄类,5.88
2021-04-08,食用菌,4.682
2021-04-08,花菜类,5.85
2021-04-08,水生根茎类,7.29
2021-04-09,花叶类,5.876363636
2021-04-09,辣椒类,8.684444444
2021-04-09,茄类,5.236666667
2021-04-09,食用菌,4.821111111
2021-04-09,花菜类,5.87
2021-04-09,水生根茎类,7.05
2021-04-10,花叶类,6.098
2021-04-10,辣椒类,9.09
2021-04-10,茄类,6
2021-04-10,食用菌,4.221111111
2021-04-10,花菜类,5.64
2021-04-10,水生根茎类,7.106666667
2021-04-11,花叶类,5.736111111
2021-04-11,辣椒类,8.419
2021-04-11,茄类,5.7475
2021-04-11,食用菌,4.446
2021-04-11,花菜类,5.49
2021-04-11,水生根茎类,7.133333333
2021-04-12,花叶类,5.661176471
2021-04-12,辣椒类,8.0225
2021-04-12,茄类,6.01
2021-04-12,食用菌,5.429166667
2021-04-12,花菜类,5.345
2021-04-12,水生根茎类,7.133333333
2021-04-13,花叶类,5.625294118
2021-04-13,辣椒类,6.787777778
2021-04-13,茄类,6.075
2021-04-13,食用菌,4.545
2021-04-13,花菜类,4.45
2021-04-13,水生根茎类,7.495
2021-04-14,花叶类,5.906190476
2021-04-14,辣椒类,7.811818182
2021-04-14,茄类,5.98
2021-04-14,食用菌,4.998333333
2021-04-14,花菜类,4.275
2021-04-14,水生根茎类,7.33
2021-04-15,花叶类,5.430952381
2021-04-15,辣椒类,8.3425
2021-04-15,茄类,5.5125
2021-04-15,食用菌,5.227272727
2021-04-15,花菜类,4.21
2021-04-15,水生根茎类,7.22
2021-04-16,花叶类,5.476666667
2021-04-16,辣椒类,7.461111111
2021-04-16,茄类,4.935
2021-04-16,食用菌,5.14
2021-04-16,花菜类,4.105
2021-04-16,水生根茎类,6.733333333
2021-04-17,花叶类,5.286666667
2021-04-17,辣椒类,6.36
2021-04-17,茄类,4.765
2021-04-17,食用菌,5.200769231
2021-04-17,花菜类,4.11
2021-04-17,水生根茎类,6.813333333
2021-04-18,花叶类,5.026190476
2021-04-18,辣椒类,6.31125
2021-04-18,茄类,4.8175
2021-04-18,食用菌,4.324615385
2021-04-18,花菜类,4.035
2021-04-18,水生根茎类,6.85
2021-04-19,花叶类,4.787272727
2021-04-19,辣椒类,6.0325
2021-04-19,茄类,4.95
2021-04-19,食用菌,5.599090909
2021-04-19,花菜类,3.99
2021-04-19,水生根茎类,6.88
2021-04-20,花叶类,4.754736842
2021-04-20,辣椒类,6.146666667
2021-04-20,茄类,4.865
2021-04-20,食用菌,5.36
2021-04-20,花菜类,3.85
2021-04-20,水生根茎类,6.88
2021-04-21,花叶类,4.156666667
2021-04-21,辣椒类,6.06
2021-04-21,茄类,4.7175
2021-04-21,食用菌,5.130909091
2021-04-21,花菜类,3.64
2021-04-21,水生根茎类,6.926666667
2021-04-22,花叶类,3.88
2021-04-22,辣椒类,6.483333333
2021-04-22,茄类,4.5175
2021-04-22,食用菌,3.826666667
2021-04-22,花菜类,3.5
2021-04-22,水生根茎类,6.69
2021-04-23,花叶类,3.858947368
2021-04-23,辣椒类,6.954
2021-04-23,茄类,4.7175
2021-04-23,食用菌,5.062
2021-04-23,花菜类,3.41
2021-04-23,水生根茎类,6.966666667
2021-04-24,花叶类,4.528636364
2021-04-24,辣椒类,6.359
2021-04-24,茄类,4.655
2021-04-24,食用菌,5.944166667
2021-04-24,花菜类,2.41
2021-04-24,水生根茎类,5.366666667
2021-04-25,花叶类,4.70952381
2021-04-25,辣椒类,6.2125
2021-04-25,茄类,4.4825
2021-04-25,食用菌,4.58
2021-04-25,花菜类,2.105
2021-04-25,水生根茎类,6.55
2021-04-26,花叶类,4.404
2021-04-26,辣椒类,6.97
2021-04-26,茄类,4.4
2021-04-26,食用菌,4.2675
2021-04-26,花菜类,2.185
2021-04-26,水生根茎类,6.415
2021-04-27,花叶类,4.757727273
2021-04-27,辣椒类,6.77125
2021-04-27,茄类,4.73
2021-04-27,食用菌,6.415555556
2021-04-27,花菜类,2.34
2021-04-27,水生根茎类,6.93
2021-04-28,花叶类,4.494090909
2021-04-28,辣椒类,7.04
2021-04-28,茄类,5.0325
2021-04-28,食用菌,5.415833333
2021-04-28,花菜类,2.55
2021-04-28,水生根茎类,7.025
2021-04-29,花叶类,4.466
2021-04-29,辣椒类,6.627
2021-04-29,茄类,5.09
2021-04-29,食用菌,6.19
2021-04-29,花菜类,2.995
2021-04-29,水生根茎类,7
2021-04-30,花叶类,4.746
2021-04-30,辣椒类,6.72375
2021-04-30,茄类,5.1225
2021-04-30,食用菌,5.618333333
2021-04-30,花菜类,3.34
2021-04-30,水生根茎类,6.545
2021-05-01,花叶类,4.0025
2021-05-01,辣椒类,6.71875
2021-05-01,茄类,4.9675
2021-05-01,食用菌,5.798181818
2021-05-01,花菜类,2.81
2021-05-01,水生根茎类,6.545
2021-05-02,花叶类,4.535263158
2021-05-02,辣椒类,6.615
2021-05-02,茄类,5.02
2021-05-02,食用菌,6.521111111
2021-05-02,花菜类,2.465
2021-05-02,水生根茎类,6.54
2021-05-03,花叶类,4.754210526
2021-05-03,辣椒类,6.164545455
2021-05-03,茄类,4.97
2021-05-03,食用菌,4.145
2021-05-03,花菜类,2.465
2021-05-03,水生根茎类,6.535
2021-05-04,花叶类,4.530526316
2021-05-04,辣椒类,7.1525
2021-05-04,茄类,4.3875
2021-05-04,食用菌,5.33125
2021-05-04,花菜类,2.71
2021-05-04,水生根茎类,7.215
2021-05-05,花叶类,4.42952381
2021-05-05,辣椒类,7.734444444
2021-05-05,茄类,4.4275
2021-05-05,食用菌,4.551
2021-05-05,花菜类,3.13
2021-05-05,水生根茎类,7.025
2021-05-06,花叶类,4.45952381
2021-05-06,辣椒类,7.89
2021-05-06,茄类,4.765
2021-05-06,食用菌,5.31875
2021-05-06,花菜类,3.675
2021-05-06,水生根茎类,6.94
2021-05-07,花叶类,3.686
2021-05-07,辣椒类,7.64625
2021-05-07,茄类,4.805
2021-05-07,食用菌,4.583
2021-05-07,花菜类,3.71
2021-05-07,水生根茎类,6.955
2021-05-08,花叶类,3.487894737
2021-05-08,辣椒类,7.407777778
2021-05-08,茄类,4.7425
2021-05-08,食用菌,5.223333333
2021-05-08,花菜类,3.44
2021-05-08,水生根茎类,7.105
2021-05-09,花叶类,3.657
2021-05-09,辣椒类,7.18
2021-05-09,茄类,4.7425
2021-05-09,食用菌,5.054545455
2021-05-09,花菜类,3.345
2021-05-09,水生根茎类,9.713333333
2021-05-10,花叶类,3.306111111
2021-05-10,辣椒类,7.585
2021-05-10,茄类,4.3125
2021-05-10,食用菌,4.66125
2021-05-10,花菜类,3.285
2021-05-10,水生根茎类,9.726666667
2021-05-11,花叶类,3.114117647
2021-05-11,食用菌,5.701
2021-05-11,辣椒类,6.355
2021-05-11,茄类,3.985
2021-05-11,花菜类,3.265
2021-05-11,水生根茎类,9.743333333
2021-05-12,花叶类,4.071428571
2021-05-12,辣椒类,6.741428571
2021-05-12,茄类,3.6825
2021-05-12,食用菌,4.467777778
2021-05-12,花菜类,3.275
2021-05-12,水生根茎类,9.77
2021-05-13,花叶类,3.004444444
2021-05-13,辣椒类,6.493333333
2021-05-13,茄类,3.655
2021-05-13,食用菌,4.44
2021-05-13,花菜类,3.315
2021-05-13,水生根茎类,9.293333333
2021-05-14,花叶类,3.169
2021-05-14,辣椒类,7.847777778
2021-05-14,茄类,3.5475
2021-05-14,食用菌,6.04625
2021-05-14,花菜类,3.795
2021-05-14,水生根茎类,9.06
2021-05-15,花叶类,3.095263158
2021-05-15,辣椒类,7.356363636
2021-05-15,茄类,3.4975
2021-05-15,食用菌,4.67
2021-05-15,花菜类,3.93
2021-05-15,水生根茎类,6.06
2021-05-16,花叶类,3.045882353
2021-05-16,辣椒类,6.013333333
2021-05-16,茄类,3.51
2021-05-16,食用菌,4.897
2021-05-16,花菜类,4.275
2021-05-16,水生根茎类,6.055
2021-05-17,花叶类,3.078947368
2021-05-17,辣椒类,6.674
2021-05-17,茄类,3.39
2021-05-17,食用菌,5.94
2021-05-17,花菜类,3.975
2021-05-17,水生根茎类,6.005
2021-05-18,花叶类,3.09
2021-05-18,辣椒类,6.051428571
2021-05-18,茄类,3.4925
2021-05-18,食用菌,5.97
2021-05-18,花菜类,3.775
2021-05-18,水生根茎类,9.023333333
2021-05-19,花叶类,2.891666667
2021-05-19,辣椒类,5.902222222
2021-05-19,茄类,3.726666667
2021-05-19,食用菌,5.041
2021-05-19,花菜类,3.745
2021-05-19,水生根茎类,5.975
2021-05-20,花叶类,3.036
2021-05-20,辣椒类,5.185555556
2021-05-20,茄类,3.405
2021-05-20,食用菌,5.663333333
2021-05-20,花菜类,3.75
2021-05-20,水生根茎类,5.885
2021-05-21,花叶类,2.991052632
2021-05-21,辣椒类,5.36375
2021-05-21,茄类,3.676666667
2021-05-21,食用菌,5.6625
2021-05-21,花菜类,3.99
2021-05-21,水生根茎类,8.923333333
2021-05-22,花叶类,3.195555556
2021-05-22,辣椒类,6.302222222
2021-05-22,茄类,3.5275
2021-05-22,食用菌,5.916
2021-05-22,花菜类,4.135
2021-05-22,水生根茎类,5.92
2021-05-23,花叶类,3.115625
2021-05-23,辣椒类,6.635
2021-05-23,茄类,3.815
2021-05-23,食用菌,4.496
2021-05-23,花菜类,4.245
2021-05-23,水生根茎类,16.88666667
2021-05-24,花叶类,3.480588235
2021-05-24,辣椒类,5.694
2021-05-24,茄类,3.8975
2021-05-24,食用菌,5.974
2021-05-24,花菜类,4.645
2021-05-24,水生根茎类,6.035
2021-05-25,花叶类,3.430625
2021-05-25,辣椒类,6.437777778
2021-05-25,茄类,3.66
2021-05-25,食用菌,4.909
2021-05-25,花菜类,4.53
2021-05-25,水生根茎类,6.01
2021-05-26,花叶类,3.492105263
2021-05-26,辣椒类,5.34
2021-05-26,茄类,3.52
2021-05-26,食用菌,4.319090909
2021-05-26,花菜类,4.54
2021-05-26,水生根茎类,5.905
2021-05-27,花叶类,3.579473684
2021-05-27,辣椒类,5.224
2021-05-27,茄类,3.5225
2021-05-27,食用菌,6.402
2021-05-27,花菜类,4.485
2021-05-27,水生根茎类,5.94
2021-05-28,花叶类,3.456111111
2021-05-28,辣椒类,5.503333333
2021-05-28,茄类,3.5275
2021-05-28,食用菌,5.164615385
2021-05-28,花菜类,4.62
2021-05-28,水生根茎类,6
2021-05-29,花叶类,3.635
2021-05-29,辣椒类,5.303333333
2021-05-29,茄类,3.615
2021-05-29,食用菌,5.283571429
2021-05-29,花菜类,4.805
2021-05-29,水生根茎类,5.955
2021-05-30,花叶类,3.533529412
2021-05-30,辣椒类,5.799166667
2021-05-30,茄类,3.59
2021-05-30,食用菌,5.31375
2021-05-30,花菜类,4.905
2021-05-30,水生根茎类,6.005
2021-05-31,花叶类,3.728333333
2021-05-31,辣椒类,5.055
2021-05-31,茄类,3.47
2021-05-31,食用菌,5.514545455
2021-05-31,花菜类,4.755
2021-05-31,水生根茎类,6.04
2021-06-01,花叶类,3.788823529
2021-06-01,辣椒类,5.788181818
2021-06-01,茄类,3.35
2021-06-01,食用菌,6.24
2021-06-01,花菜类,4.685
2021-06-01,水生根茎类,6.035
2021-06-02,花叶类,3.942631579
2021-06-02,辣椒类,5.288888889
2021-06-02,茄类,3.4
2021-06-02,食用菌,6.183571429
2021-06-02,花菜类,4.365
2021-06-02,水生根茎类,5.885
2021-06-03,花叶类,3.478
2021-06-03,辣椒类,6.088888889
2021-06-03,茄类,3.5225
2021-06-03,食用菌,5.433333333
2021-06-03,花菜类,4.31
2021-06-03,水生根茎类,5.795
2021-06-04,花叶类,3.240588235
2021-06-04,辣椒类,5.131
2021-06-04,茄类,3.5675
2021-06-04,食用菌,5.441538462
2021-06-04,花菜类,4.525
2021-06-04,水生根茎类,6.465
2021-06-05,花叶类,3.755263158
2021-06-05,辣椒类,5.383
2021-06-05,茄类,3.635
2021-06-05,食用菌,5.303846154
2021-06-05,花菜类,4.265
2021-06-05,水生根茎类,6.63
2021-06-06,花叶类,3.622777778
2021-06-06,辣椒类,4.453333333
2021-06-06,茄类,3.5425
2021-06-06,食用菌,5.530833333
2021-06-06,花菜类,4.365
2021-06-06,水生根茎类,6.665
2021-06-07,花叶类,3.978947368
2021-06-07,辣椒类,4.424444444
2021-06-07,茄类,3.415
2021-06-07,食用菌,5.143333333
2021-06-07,花菜类,4.45
2021-06-07,水生根茎类,6.735
2021-06-08,花叶类,3.954
2021-06-08,辣椒类,5.22
2021-06-08,茄类,3.3275
2021-06-08,食用菌,5.125
2021-06-08,花菜类,4.59
2021-06-08,水生根茎类,6.84
2021-06-09,花叶类,4.000434783
2021-06-09,辣椒类,4.321111111
2021-06-09,茄类,3.3075
2021-06-09,食用菌,6.876923077
2021-06-09,花菜类,4.79
2021-06-09,水生根茎类,16.55333333
2021-06-10,花叶类,4.065454545
2021-06-10,辣椒类,4.323333333
2021-06-10,茄类,3.2625
2021-06-10,食用菌,5.593636364
2021-06-10,花菜类,4.795
2021-06-10,水生根茎类,16.22666667
2021-06-11,花叶类,3.896
2021-06-11,辣椒类,4.877
2021-06-11,茄类,3.2725
2021-06-11,食用菌,6.124285714
2021-06-11,花菜类,4.89
2021-06-11,水生根茎类,15.38666667
2021-06-12,花叶类,4.1705
2021-06-12,辣椒类,4.053333333
2021-06-12,茄类,3.304
2021-06-12,食用菌,5.580833333
2021-06-12,花菜类,5.075
2021-06-12,水生根茎类,14.68
2021-06-13,花叶类,3.953157895
2021-06-13,辣椒类,5.029090909
2021-06-13,茄类,3.358
2021-06-13,食用菌,4.618
2021-06-13,花菜类,5.37
2021-06-13,水生根茎类,14.66333333
2021-06-14,花叶类,3.219285714
2021-06-14,辣椒类,4.91
2021-06-14,茄类,3.492
2021-06-14,食用菌,5.573846154
2021-06-14,花菜类,4.885
2021-06-14,水生根茎类,16.42
2021-06-15,花叶类,3.697058824
2021-06-15,辣椒类,4.685
2021-06-15,茄类,3.508
2021-06-15,食用菌,5.604615385
2021-06-15,花菜类,4.875
2021-06-15,水生根茎类,16.44666667
2021-06-16,花叶类,3.409333333
2021-06-16,辣椒类,4.203333333
2021-06-16,茄类,3.565
2021-06-16,食用菌,4.992
2021-06-16,花菜类,4.885
2021-06-16,水生根茎类,16.44333333
2021-06-17,花叶类,3.281875
2021-06-17,辣椒类,4.43375
2021-06-17,茄类,3.455
2021-06-17,食用菌,4.327
2021-06-17,花菜类,4.875
2021-06-17,水生根茎类,16.5
2021-06-18,花叶类,3.185333333
2021-06-18,辣椒类,4.398888889
2021-06-18,茄类,2.86
2021-06-18,食用菌,4.829090909
2021-06-18,花菜类,5.16
2021-06-18,水生根茎类,15.76
2021-06-19,花叶类,3.684375
2021-06-19,辣椒类,4.890909091
2021-06-19,茄类,2.853333333
2021-06-19,食用菌,5.980833333
2021-06-19,花菜类,5.065
2021-06-19,水生根茎类,15.15666667
2021-06-20,花叶类,3.814375
2021-06-20,辣椒类,4.588181818
2021-06-20,茄类,2.71
2021-06-20,食用菌,6.7175
2021-06-20,花菜类,5.22
2021-06-20,水生根茎类,15.12666667
2021-06-21,花叶类,3.432
2021-06-21,辣椒类,4.377777778
2021-06-21,茄类,2.593333333
2021-06-21,食用菌,6.8825
2021-06-21,花菜类,5.375
2021-06-21,水生根茎类,15.01666667
2021-06-22,花叶类,3.655
2021-06-22,辣椒类,4.3
2021-06-22,茄类,2.606666667
2021-06-22,食用菌,6.141
2021-06-22,花菜类,5.585
2021-06-22,水生根茎类,14.81333333
2021-06-23,花叶类,4.228888889
2021-06-23,辣椒类,4.118888889
2021-06-23,茄类,2.716666667
2021-06-23,食用菌,7.1525
2021-06-23,花菜类,5.855
2021-06-23,水生根茎类,14.82666667
2021-06-24,花叶类,4.533684211
2021-06-24,辣椒类,4.04
2021-06-24,茄类,2.553333333
2021-06-24,食用菌,6.681538462
2021-06-24,花菜类,5.905
2021-06-24,水生根茎类,14.47666667
2021-06-25,花叶类,4.472352941
2021-06-25,辣椒类,4.165
2021-06-25,茄类,3.09
2021-06-25,食用菌,5.671818182
2021-06-25,花菜类,5.925
2021-06-25,水生根茎类,11.39333333
2021-06-26,花叶类,4.0825
2021-06-26,辣椒类,4.021
2021-06-26,茄类,2.583333333
2021-06-26,食用菌,6.439090909
2021-06-26,花菜类,5.825
2021-06-26,水生根茎类,10.53666667
2021-06-27,花叶类,4.089375
2021-06-27,辣椒类,4.227857143
2021-06-27,茄类,2.786666667
2021-06-27,食用菌,6.838461538
2021-06-27,花菜类,5.575
2021-06-27,水生根茎类,10.38333333
2021-06-28,花叶类,4.11
2021-06-28,辣椒类,4.064615385
2021-06-28,茄类,2.6025
2021-06-28,食用菌,7.2775
2021-06-28,花菜类,5.5
2021-06-28,水生根茎类,10.36666667
2021-06-29,花叶类,4.328333333
2021-06-29,辣椒类,4.185833333
2021-06-29,茄类,2.75
2021-06-29,食用菌,7.657272727
2021-06-29,花菜类,5.5
2021-06-29,水生根茎类,10.99
2021-06-30,花叶类,4.005625
2021-06-30,辣椒类,4.178333333
2021-06-30,茄类,2.8
2021-06-30,食用菌,6.472142857
2021-06-30,花菜类,5.5
2021-06-30,水生根茎类,11.05333333
2021-07-01,花叶类,4.246111111
2021-07-01,辣椒类,4.347692308
2021-07-01,茄类,2.863333333
2021-07-01,食用菌,6.743333333
2021-07-01,花菜类,5.495
2021-07-01,水生根茎类,11.05
2021-07-02,花叶类,4.062777778
2021-07-02,辣椒类,4.465
2021-07-02,茄类,2.575
2021-07-02,食用菌,6.420909091
2021-07-02,花菜类,5.105
2021-07-02,水生根茎类,11.04666667
2021-07-03,花叶类,4.003
2021-07-03,辣椒类,4.716153846
2021-07-03,茄类,2.763333333
2021-07-03,食用菌,6.776923077
2021-07-03,花菜类,5.03
2021-07-03,水生根茎类,8.6425
2021-07-04,花叶类,4.110526316
2021-07-04,辣椒类,4.585384615
2021-07-04,茄类,2.616666667
2021-07-04,食用菌,6.465
2021-07-04,花菜类,4.675
2021-07-04,水生根茎类,8.53
2021-07-05,花叶类,4.101052632
2021-07-05,辣椒类,4.673846154
2021-07-05,茄类,2.435
2021-07-05,食用菌,7.035384615
2021-07-05,花菜类,4.575
2021-07-05,水生根茎类,8.5425
2021-07-06,花叶类,4.120526316
2021-07-06,辣椒类,4.335384615
2021-07-06,茄类,2.4475
2021-07-06,食用菌,7.179166667
2021-07-06,花菜类,4.575
2021-07-06,水生根茎类,10.98333333
2021-07-07,花叶类,4.160526316
2021-07-07,辣椒类,4.693076923
2021-07-07,茄类,2.435
2021-07-07,食用菌,8.38
2021-07-07,花菜类,4.6
2021-07-07,水生根茎类,10.98333333
2021-07-08,花叶类,3.996315789
2021-07-08,辣椒类,4.465384615
2021-07-08,茄类,2.45
2021-07-08,食用菌,7.086666667
2021-07-08,花菜类,4.655
2021-07-08,水生根茎类,8.525
2021-07-09,花叶类,3.757647059
2021-07-09,辣椒类,4.920769231
2021-07-09,茄类,2.435
2021-07-09,食用菌,6.098
2021-07-09,花菜类,4.605
2021-07-09,水生根茎类,10.96333333
2021-07-10,花叶类,3.8625
2021-07-10,辣椒类,4.870769231
2021-07-10,茄类,2.275
2021-07-10,食用菌,6.761538462
2021-07-10,花菜类,4.52
2021-07-10,水生根茎类,10.97666667
2021-07-11,花叶类,3.936111111
2021-07-11,辣椒类,4.363636364
2021-07-11,茄类,2.4625
2021-07-11,食用菌,6.92
2021-07-11,花菜类,4.995
2021-07-11,水生根茎类,10.99
2021-07-12,花叶类,4.090526316
2021-07-12,辣椒类,5.549090909
2021-07-12,茄类,2.5075
2021-07-12,食用菌,7.556
2021-07-12,花菜类,5.155
2021-07-12,水生根茎类,10.775
2021-07-13,花叶类,3.913333333
2021-07-13,辣椒类,4.8975
2021-07-13,茄类,2.59
2021-07-13,食用菌,7.198181818
2021-07-13,花菜类,5.17
2021-07-13,水生根茎类,11
2021-07-14,花叶类,3.46
2021-07-14,辣椒类,5.65
2021-07-14,茄类,2.885
2021-07-14,食用菌,5.576666667
2021-07-14,花菜类,4.92
2021-07-14,水生根茎类,9.302
2021-07-15,花叶类,4.222941176
2021-07-15,辣椒类,5.926153846
2021-07-15,茄类,3.6925
2021-07-15,食用菌,6.413
2021-07-15,花菜类,4.915
2021-07-15,水生根茎类,9.0425
2021-07-16,花叶类,4.047647059
2021-07-16,辣椒类,5.42
2021-07-16,茄类,3.55
2021-07-16,食用菌,7.016923077
2021-07-16,花菜类,4.905
2021-07-16,水生根茎类,9.032
2021-07-17,花叶类,4.164705882
2021-07-17,辣椒类,5.332307692
2021-07-17,茄类,3.933333333
2021-07-17,食用菌,6.196666667
2021-07-17,花菜类,4.76
2021-07-17,水生根茎类,9.066
2021-07-18,花叶类,4.407619048
2021-07-18,辣椒类,5.330714286
2021-07-18,茄类,3.762
2021-07-18,食用菌,6.877692308
2021-07-18,花菜类,4.545
2021-07-18,水生根茎类,9.054
2021-07-19,花叶类,4.281111111
2021-07-19,辣椒类,5.228181818
2021-07-19,茄类,3.2225
2021-07-19,食用菌,6.796666667
2021-07-19,花菜类,4.535
2021-07-19,水生根茎类,9.62
2021-07-20,花叶类,4.562380952
2021-07-20,辣椒类,5.765833333
2021-07-20,茄类,3.904
2021-07-20,食用菌,6.384
2021-07-20,花菜类,4.625
2021-07-20,水生根茎类,9.295
2021-07-21,花叶类,4.500434783
2021-07-21,辣椒类,5.244615385
2021-07-21,茄类,4.034
2021-07-21,食用菌,5.559166667
2021-07-21,花菜类,4.965
2021-07-21,水生根茎类,9.4075
2021-07-22,花叶类,4.54173913
2021-07-22,辣椒类,5.085384615
2021-07-22,茄类,3.6325
2021-07-22,食用菌,5.969
2021-07-22,花菜类,4.64
2021-07-22,水生根茎类,8.5075
2021-07-23,花叶类,4.397
2021-07-23,辣椒类,4.8375
2021-07-23,茄类,3.92
2021-07-23,食用菌,6.766666667
2021-07-23,花菜类,4.58
2021-07-23,水生根茎类,10.86666667
2021-07-24,食用菌,6.77
2021-07-24,花叶类,3.820526316
2021-07-24,辣椒类,4.713571429
2021-07-24,茄类,5.1575
2021-07-24,花菜类,5.85
2021-07-24,水生根茎类,10.76
2021-07-25,食用菌,6.242307692
2021-07-25,花叶类,4.77625
2021-07-25,辣椒类,5.039285714
2021-07-25,茄类,5.47
2021-07-25,花菜类,6.67
2021-07-25,水生根茎类,6.24
2021-07-26,花叶类,4.063125
2021-07-26,辣椒类,6.42
2021-07-26,茄类,5.4525
2021-07-26,食用菌,7.996
2021-07-26,花菜类,6.685
2021-07-26,水生根茎类,10.85333333
2021-07-27,花叶类,4.046315789
2021-07-27,辣椒类,4.421818182
2021-07-27,茄类,5.235
2021-07-27,食用菌,7.855454545
2021-07-27,花菜类,6.735
2021-07-27,水生根茎类,8.4625
2021-07-28,花叶类,4.998421053
2021-07-28,辣椒类,4.26
2021-07-28,茄类,5.215
2021-07-28,食用菌,7.114615385
2021-07-28,花菜类,6.64
2021-07-28,水生根茎类,8.4725
2021-07-29,花叶类,4.992777778
2021-07-29,辣椒类,4.493333333
2021-07-29,茄类,4.94
2021-07-29,食用菌,7.126666667
2021-07-29,花菜类,6.29
2021-07-29,水生根茎类,6.17
2021-07-30,花叶类,5.258
2021-07-30,辣椒类,5.537692308
2021-07-30,茄类,4.436666667
2021-07-30,食用菌,6.772727273
2021-07-30,花菜类,6.005
2021-07-30,水生根茎类,10.75666667
2021-07-31,花叶类,4.655789474
2021-07-31,辣椒类,4.508461538
2021-07-31,茄类,4.825
2021-07-31,食用菌,7.681818182
2021-07-31,花菜类,5.97
2021-07-31,水生根茎类,10.68666667
2021-08-01,花叶类,4.713157895
2021-08-01,辣椒类,5.067857143
2021-08-01,茄类,4.88
2021-08-01,食用菌,7.665833333
2021-08-01,花菜类,6.03
2021-08-01,水生根茎类,10.51333333
2021-08-02,花叶类,4.035625
2021-08-02,辣椒类,5.168
2021-08-02,茄类,4.9575
2021-08-02,食用菌,7.238333333
2021-08-02,花菜类,6.385
2021-08-02,水生根茎类,10.52333333
2021-08-03,花叶类,4.095
2021-08-03,辣椒类,4.902307692
2021-08-03,茄类,5.6925
2021-08-03,食用菌,7.306153846
2021-08-03,花菜类,6.135
2021-08-03,水生根茎类,11.75666667
2021-08-04,花叶类,4.389333333
2021-08-04,辣椒类,5.083076923
2021-08-04,茄类,5.93
2021-08-04,食用菌,6.685
2021-08-04,花菜类,5.585
2021-08-04,水生根茎类,11.82
2021-08-05,花叶类,4.80875
2021-08-05,辣椒类,4.891818182
2021-08-05,茄类,6.15
2021-08-05,食用菌,6.5775
2021-08-05,花菜类,5.96
2021-08-05,水生根茎类,11.82666667
2021-08-06,花叶类,4.778823529
2021-08-06,辣椒类,5.319230769
2021-08-06,茄类,6.38
2021-08-06,食用菌,6.658333333
2021-08-06,花菜类,6.16
2021-08-06,水生根茎类,11.83333333
2021-08-07,花叶类,4.44125
2021-08-07,辣椒类,5.1675
2021-08-07,茄类,6.335
2021-08-07,食用菌,6.601818182
2021-08-07,花菜类,6.215
2021-08-07,水生根茎类,11.71333333
2021-08-08,花叶类,4.831764706
2021-08-08,辣椒类,5.133333333
2021-08-08,茄类,6.69
2021-08-08,食用菌,6.562727273
2021-08-08,花菜类,6.23
2021-08-08,水生根茎类,11.54
2021-08-09,花叶类,4.844705882
2021-08-09,辣椒类,4.866363636
2021-08-09,茄类,6.2025
2021-08-09,食用菌,7.515
2021-08-09,花菜类,6.125
2021-08-09,水生根茎类,11.45333333
2021-08-10,花叶类,4.751764706
2021-08-10,辣椒类,4.694444444
2021-08-10,茄类,6.165
2021-08-10,食用菌,7.500833333
2021-08-10,花菜类,6.07
2021-08-10,水生根茎类,11.44666667
2021-08-11,花叶类,4.31
2021-08-11,辣椒类,4.945454545
2021-08-11,茄类,6.2425
2021-08-11,食用菌,7.533076923
2021-08-11,花菜类,6.115
2021-08-11,水生根茎类,11.33666667
2021-08-12,花叶类,4.705882353
2021-08-12,辣椒类,5.192727273
2021-08-12,茄类,6.0475
2021-08-12,食用菌,7.569230769
2021-08-12,花菜类,6.255
2021-08-12,水生根茎类,11.23
2021-08-13,花叶类,4.623529412
2021-08-13,辣椒类,5.298461538
2021-08-13,茄类,5.7525
2021-08-13,食用菌,6.86
2021-08-13,花菜类,6.355
2021-08-13,水生根茎类,14.01
2021-08-14,花叶类,4.547058824
2021-08-14,辣椒类,5.104545455
2021-08-14,茄类,4.915
2021-08-14,食用菌,7.498461538
2021-08-14,花菜类,6.79
2021-08-14,水生根茎类,14
2021-08-15,花叶类,4.421333333
2021-08-15,辣椒类,5.095
